JPY=,1
EUR=,1
GBP=,1
CHF=,1
AUD=,1
NZD=,1
CAD=,1
EURJPY=,1
GBPJPY=,1
AUDJPY=,1
CHFJPY=,1
CADJPY=,1
NZDJPY=,1
JNIc1,3
ESc1,2
CLc1,3
LCOc1,3
